Second,Volt,Volt2,
-1.25160e-04,1.00e-01,1.75e-01, 
-1.24960e-04,1.20e-01,1.75e-01, 
-1.24760e-04,8.00e-02,1.74e-01, 
-1.24560e-04,8.00e-02,1.74e-01, 
-1.24360e-04,1.40e-01,1.73e-01, 
-1.24160e-04,1.00e-01,1.74e-01, 
-1.23960e-04,1.40e-01,1.73e-01, 
-1.23760e-04,1.00e-01,1.72e-01, 
-1.23560e-04,1.60e-01,1.73e-01, 
-1.23360e-04,1.00e-01,1.73e-01, 
-1.23160e-04,1.60e-01,1.74e-01, 
-1.22960e-04,1.00e-01,1.74e-01, 
-1.22760e-04,1.40e-01,1.74e-01, 
-1.22560e-04,1.00e-01,1.73e-01, 
-1.22360e-04,1.40e-01,1.74e-01, 
-1.22160e-04,1.00e-01,1.73e-01, 
-1.21960e-04,1.60e-01,1.74e-01, 
-1.21760e-04,1.00e-01,1.74e-01, 
-1.21560e-04,1.60e-01,1.73e-01, 
-1.21360e-04,1.00e-01,1.73e-01, 
-1.21160e-04,1.60e-01,1.74e-01, 
-1.20960e-04,1.60e-01,1.73e-01, 
-1.20760e-04,1.20e-01,1.74e-01, 
-1.20560e-04,1.60e-01,1.74e-01, 
-1.20360e-04,1.20e-01,1.73e-01, 
-1.20160e-04,1.00e-01,1.74e-01, 
-1.19960e-04,1.60e-01,1.75e-01, 
-1.19760e-04,1.60e-01,1.75e-01, 
-1.19560e-04,1.40e-01,1.73e-01, 
-1.19360e-04,1.40e-01,1.73e-01, 
-1.19160e-04,1.60e-01,1.72e-01, 
-1.18960e-04,1.40e-01,1.72e-01, 
-1.18760e-04,1.60e-01,1.74e-01, 
-1.18560e-04,1.60e-01,1.73e-01, 
-1.18360e-04,1.20e-01,1.74e-01, 
-1.18160e-04,1.60e-01,1.74e-01, 
-1.17960e-04,1.60e-01,1.75e-01, 
-1.17760e-04,1.60e-01,1.74e-01, 
-1.17560e-04,1.60e-01,1.75e-01, 
-1.17360e-04,1.20e-01,1.75e-01, 
-1.17160e-04,1.80e-01,1.73e-01, 
-1.16960e-04,1.60e-01,1.73e-01, 
-1.16760e-04,1.80e-01,1.74e-01, 
-1.16560e-04,1.80e-01,1.73e-01, 
-1.16360e-04,1.60e-01,1.74e-01, 
-1.16160e-04,1.60e-01,1.74e-01, 
-1.15960e-04,2.00e-01,1.73e-01, 
-1.15760e-04,1.60e-01,1.73e-01, 
-1.15560e-04,2.00e-01,1.72e-01, 
-1.15360e-04,1.60e-01,1.72e-01, 
-1.15160e-04,2.00e-01,1.73e-01, 
-1.14960e-04,2.00e-01,1.73e-01, 
-1.14760e-04,1.60e-01,1.74e-01, 
